"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Ethiopia","ETH","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5331910669.97519","5962716169.22631","5948437727.40764","6474164234.1889","6047701984.51402","5804111646.50643","6238595144.93368","7055599390.22989","7615437260.73101","",
"European Union","EUU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","140590292709.86","159019995909.148","194496798882.279","264029511375.583","343903075183.559","373213904314.202","406637454735.494","466665807373.168","563895527225.742","705897422458.79","801264418055.615","744261499308.734","717947579341.842","705371743411.431","721453155456.109","748275027792.85","938285642680.765","1129951714298.8","1261301684744.64","1343328020544.42","1654565225819.08","1701527327035.41","1849037072095.78","1701225693236.89","1904651739812.58","2346786917691.09","2414376507655.41","2391694880442.11","2513605933831","2529587740210.61","2591603372586.58","2637715353893.76","2827306761674.07","3406487883646.78","4105709558823.46","4461008047311.05","5037744836728.37","5996671831445.37","6685713147109.4","5341923283798.86","5868268587074.35","6807024921376.71","6562131245240.64","6881165513283.17","7158894482182.41","6393857344193.79","6491095146929.91","7147456904021.32","7858007023321.11","7711425858571.94","",
"Fragile and conflict affected situations","FCS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","8569631612.61346","10044940013.9795","10726381187.1618","16184415427.9715","36369985043.081","32534520997.1631","39079527380.5056","44126660805.7468","44781484662.989","71273552024.0681","101192776325.453","69616358481.8351","59170973139.0549","50231406011.5742","52000068535.3262","51084083785.53","39181370785.4364","49439824627.8419","49607232597.3204","63219430364.1287","69425370248.6083","66247903011.422","64349503709.5268","56032956848.9295","56935473901.6031","69924608493.1376","80841178426.8725","86442214389.7993","68496386222.275","78120328433.5664","119819969845.208","101411503557.15","106254309185.479","123629299713.486","161531102128.912","213461868968.811","282716630509.051","307540687536.431","424673382115.745","280229166764.58","433520238756","455748210354.486","532988330889.61","453711070719.55","435225233742.295","296718491290.091","257520980430.261","335041363269.091","422035095690.02","","",
"Finland","FIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","2711046149.49037","2827196646.77465","3487225408.66074","4596304652.24833","6381402237.27745","6523355422.66042","7499615325.43468","8995130588.75609","10101083032.491","13152190505.2664","16534905961.1093","16409479195.3706","15244850129.5177","14631725021.3493","15594578551.6423","15638910207.2141","18858784893.2677","22897335317.1919","26071073205.4016","27400581959.2629","31323277872.8036","27176885752.0953","28745686222.4582","27996252732.3826","35158793397.8372","47992919389.9782","47988609888.6876","47944107204.2149","50182465509.5683","50848071595.994","52835820895.5224","51463087248.3222","54686617730.096","63920993227.991","76117457164.142","82483521950.0062","93431188056.7056","112217355598.139","127764757580.196","91103084190.0528","95721453152.5972","107070879949.183","100243661079.02","103136231851.386","100140536033.758","83008103045.7021","83756701104.8245","95994657970.5884","106288267791.372","108199450321.568","",
"Fiji","FJI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","583689486.552567","531742335.5956","516235521.235521","489773844.641101","504526140.772215","505894590.846047","537558478.241681","533724575.930541","625603020.345382","741185195.172925","833547167.263151","793101111.412307","795276114.437791","856596186.275782","1029847687.99945","1089525705.75268","1338202807.66764","1278174135.90081","1007398832.29313","1185164500.40617","1097340975.28892","1007247650.00439","1132973615.62028","1386485916.23589","1467801500.28852","1611472501.47842","1540665434.38078","1641930075.14128","2012612160.3815","1419133813.97965","1803732471.4591","2237564131.16217","2427342309.62624","2383078092.75551","2541856522.19985","2286803966.43783","2299804267.91426","2461705936.42653","2674235891.53971","","",
"France","FRA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","9218097244.95283","9721651418.4664","9960806434.91084","10957285670.096","12309840151.9873","13777986225.1601","14959146278.5996","16048630242.402","17593837376.4291","20287923378.5057","23725050194.8742","27354090209.5418","33827048114.4343","46340601060.6954","58910256410.2564","67956249043.9039","71988527724.6654","83014174913.0784","102571220930.233","127186247301.881","147148401117.665","135235968617.984","125156203213.894","125614080385.575","126491030548.675","129015184698.496","157252580736.812","183073229291.717","207505781301.619","222041949413.942","266219732562.342","270798744332.054","298940520446.097","275047486680.565","301941162570.888","362214482849.257","370197461212.976","370822656776.804","392709584167.223","389230769230.769","389534733738.714","389070246085.011","411392810088.462","480585778781.038","560012416190.713","593679890560.875","647700414000.753","740120448946.072","820631316830.233","668131425395.943","707910169575.17","813250472648.742","783758210131.325","825465605391.867","846143017568.246","745911734494.106","747503032909.919","803163777629.413","884286927396.078","862766690486.273","",
"Faroe Islands","FRO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","489628104.106972","525171296.694475","527606982.469597","569880328.735522","597768122.917907","667653353.977868","704995743.686468","735796828.36132","825082397.255667","959770009.368628","1115768619.68184","941819470.611278","1028893511.85078","1260249222.34433","1238757013.37937","1406228299.77031","1464071269.48775","1289555433.34473","1472020440.60193","1645246785.50334","1606483387.70468","","",
"Micronesia, Fed. Sts.","FSM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","3600000","","","","","","","","","","","","40334800","40239500","37246300","41045400","36239600","41921500","46366000","43854000","46055200","37304000","41837100","45844200","57728200","61367200","61304000","70347100","76935900","97807400","96425000","101619000","85658000","91885300","109856900","142584400","","",
"Gabon","GAB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","48341345.4526679","52322628.9770515","57972564.2456614","72764821.8143336","90352324.307258","97934826.1998338","97688671.1600883","130487348.089838","142588991.444188","173872519.372634","160996725.575098","253126078.244313","314647528.123748","425323421.717477","888640848.136214","1068531103.98589","1371832274.31864","1449448283.56197","1475698435.90451","1772269113.97392","2769790000.98409","2447269146.64729","2228502939.26324","2079692035.18531","2104556520.13366","2089867355.9314","1197784951.80843","1401160632.95298","1408435483.22296","1917191499.34906","2740347018.81817","2553606874.55713","2576725001.3034","2136542944.38168","2584714632.27887","2944909770.32081","3568070445.96018","3265552382.90717","2125424483.83071","2779726330.60532","3498457743.60748","2726388955.07181","2806922226.64928","3381594744.17371","4276663164.80132","5750501082.58114","6255614196.5478","7289977701.11047","9685334716.81614","6319926944.54143","8287738444.03624","11243840799.1026","10465457223.2289","10092463252.248","8104569005.66331","6620833366.11911","6175468938.5318","7498597594.24114","8521609542.23314","8550820858.45803","",
"United Kingdom","GBR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","28476083513.3189","32399501095.157","35047015484.5155","43189887310.1421","55247508181.3932","61367807522.1239","65114522911.0512","78000504099.0755","94026550335.5705","120112041507.836","150270278875.203","140401515273.312","131937354996.506","126056034561.164","127015235434.956","136390029517.454","149325042509.528","181419655172.414","199549382781.928","207537671793.194","252214955610.795","255368641975.309","267432104247.104","260651592681.464","294129761248.852","342843616853.401","370126365054.602","398351342501.637","398837363365.353","402497977673.516","417751550915.418","410657837915.647","430262290167.866","489781224489.796","573119736360.308","634000000000","735455381784.729","782655062024.81","788810661764.706","635831126343.667","699877094513.814","816408686663.569","810792893788.929","834486317714.812","873246879086.764","809797053163.255","766233584604.165","809630497408.069","875792531491.74","894076676270.702","",
"Georgia","GEO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3101400747.10438","1754966887.41722","1315854563.44299","1266549922.82057","1452315945.41733","686952691.139145","412437375.264551","548000077.071291","594736066.879958","533561622.88355","703050128.463696","787530921.369995","992546704.923259","1255487719.6253","1595471619.36561","2132178518.23247","2514996629.97079","3135109248.72793","3616313388.78455","3181083507.93176","4034786511.81058","5240438778.53543","6020953188.39702","7171816760.85127","7039247890.3551","6110518662.14251","6177800312.67165","7557441721.45846","8898149244.30764","9580781377.52386","",
"Ghana","GHA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","343177628.740636","340376178.7101","334773278.649029","326368928.557421","344578353.755904","351581978.832244","310960953.389474","304363786.750185","339265245.609408","387311479.814208","472618058.912527","380936174.820699","437465998.836926","528873239.43662","530434782.608696","544148936.170213","434322033.898305","334857142.857143","306108202.443281","451566951.566952","376348547.717842","200813941.813143","134733893.557423","225418866.282653","354924983.692107","479914488.823251","949412973.172926","997843537.414966","945143358.873742","879283843.414792","993968473.144556","1119008152.17391","1104855835.24027","1208400616.33282","1375221757.32218","1583728940.78399","2226974923.5474","2233493164.0625","2533905276.81661","2476240810.20255","2431828408.88236","2404094094.65308","2627858783.44271","3104789916.93586","3490673151.75097","3916349977.90544","5149494044.36674","6089051469.01137","7178123443.88482","7629976939.50178","9490699300.6993","14529869985.532","16656634664.9131","16118921318.2598","15465492197.7491","15520745571.5286","17537473272.2901","20801563774.2788","23118048350.1625","24098556292.4062","",
"Gibraltar","GIB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","597773146.723816","645766109.126021","640721917.489186","756205506.027721","828657264.768252","914442808.06473","817037843.902439","869557550.706436","769761044.439893","780076675.307646","742664657.470119","740150188.532822","763847002.615392","749004814.035794","734578521.298093","808614959.829706","781148010.080554","894584026.207859","895267017.443894","1021679595.88109","1005390515.52319","1479451797.53354","1507080731.84401","1512364199.58313","2079424662.12871","2212106788.6689","2531048966.42904","2217341673.42936","2342843821.09411","1890478301.14386","2524762066.00743","4611027662.1547","4101524584.58559","3762688441.95728","",
"Gambia, The","GMB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","15991879.9350395","18921647.6870266","16460327.3652378","18244947.9191667","19763788.2206115","18037817.5800642","19980662.5693299","26392974.6240602","37335203.6939622","51496460.1769911","46061463.8091387","50729611.8621893","57876732.0324112","72406269.8580809","103028762.347472","96171239.0714501","95785105.9183228","107765519.593724","90664350.8830669","99013867.8445774","86555971.1191336","109029387.65125","134311832.925884","156436257.18656","189941616.956467","203221078.425759","218510077.902807","212861713.332748","158551983.969609","186875884.035498","184904421.671498","184290229.603341","212639014.948652","198771024.387675","201981794.863774","149998087.612831","157033783.85163","151438811.096896","198101238.424114","204546568.027044","221729727.033354","230768612.252446","226068383.771021","228340664.45482","226367271.169499","237666106.613716","280761041.365959","261079084.811","268476026.166343","270072130.653881","236219097.354314","252666151.743551","362985807.384148","376853732.833958","",
"Guinea-Bissau","GNB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","3149285.51401726","3265785.71405244","3819957.14258429","5415932.20338983","4956907.89473684","5650808.98313267","5925666.19874294","10697300.6754997","9487896.25360231","8620322.2563114","14039269.9554541","17319393.9393939","12977443.5323605","9829616.69480844","18557846.0316083","14037481.2502193","6817564.96112985","19759984.49642","20460063.6204285","18949946.5512327","24240037.9325829","25670003.18017","11094993.6067854","21009993.7977979","38769882.7169021","29630751.5741491","28460070.2411613","56440727.4049316","29820103.4389589","55800081.5658168","80534492.5104951","83214529.4830937","74507966.6928639","89188363.3208219","98218239.5351748","94803610.5256929","76111090.2681645","140713510.143561","172333993.273543","156473341.960572","126683553.145216","282367523.213862","153091833.359024","190986184.236634","213171025.522053","288714347.161939","312531977.423096","374997825.737652","369612554.944536","314738927.925914","",
"Equatorial Guinea","GNQ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7183409023.02907","8303800358.81345","11584326308.4361","17621714169.082","11171995036.7048","13991010001.5299","16038364888.5111","16098338224.4035","14849115083.3084","14357209503.5354","7470701273.33407","5779218083.66306","7181837392.04249","7809387582.7825","6079488181.65216","",
"Greece","GRC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","429350661.439364","470520074.739535","435291069.527426","534783250.41953","510005047.275921","588341197.374862","803143173.505982","834337698.884669","806033869.219962","893899660.592104","1035806818.18182","1190227272.72727","1541636363.63636","2600724971.2313","3603863636.36364","4034027630.18066","4376557835.8209","5057520814.06105","6044090909.09091","8266964121.43514","10981806554.7562","11196635916.3592","9399265306.12245","8143970588.23529","8067826481.25756","7715319516.4076","9976100292.11295","11898955712.1288","12441705500.8407","12624099874.1083","14466921754.0843","14929958870.817","17292881658.9203","15285243757.4316","16843841292.1348","19745091925.2831","20839186013.59","23223405715.712","23536858065.26","27447755167.2704","30865641238.2532","31036298881.4318","30939794842.8383","37446013544.0181","49807418673.9508","52808084815.3215","57872322167.8585","71726594579.7974","82807605097.4074","62641264240.0667","66165509574.4188","73490370348.6726","70468158674.874","72806344689.9857","76733682444.59","62031002163.157","58691179534.4677","67164628376.7895","78811714870.1976","78038964372.4077","",
"Grenada","GRD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","27000000","34000000","40296296.2962963","39592592.5925926","39296296.2962963","38296296.2962963","39000000","41777777.7777778","55185185.1851852","75888888.8888889","79777777.7777778","86185185.1851852","85333333.3333333","93092592.5925926","97548148.1481481","99566666.6666667","110425925.925926","126766666.666667","123800000","131600000","138940740.740741","165718518.518519","218037037.037037","235727407.407407","197133111.111111","172622222.222222","179535555.555556","197736925.925926","148871259.259259","162306481.481481","209545888.888889","207800814.814815","187237296.296296","183762222.222222","196181925.925926","206490962.962963","214246185.185185","478518518.518519","510740740.740741","524814814.814815","578148148.148148","621851851.851852","632222222.222222","",
"Greenland","GRL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","589143403.615829","715995393.16653","759542430.255632","761014327.033026","814482796.627294","924148212.07901","777481393.049675","852474173.645561","1020042095.85188","978938282.261545","1012250057.86728","1093416481.06904","939163780.674505","1103569677.79313","1156128367.83837","1245985493.93469","","",
"Guatemala","GTM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","131900000","128700000","134800000","180400000","199900000","223500000","263400000","235600000","269500000","305400000","353600000","343100000","397300000","536500000","708400000","792000000","941700000","1340300000","1303700000","1473600000","1748000000","1471000100","1288999900","1176000000","1231300000","1161565304.34783","1160867534.24658","1122800040","1262786259.54198","1455681818.18182","1608631682.19716","1688639662.74931","1886241441.99899","2018135358.62583","2274655724.02281","2822490792.68922","2791706609.53507","3194396325.67574","3524472507.19379","3481400349.34261","3895385279.26628","5275584493.42122","5463975082.14327","5648926179.65218","6464752708.7397","6817724662.36131","7537173335.43788","8721105938.77471","9673843690.47619","9046785507.74358","10667583174.0674","12688288796.979","12530952103.7582","11658261378.6783","12579635808.6961","12331463395.5165","12387113909.3935","13252465466.3237","13323208187.0412","13574693569.9715","",
"Guam","GUM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","722000000","631000000","846000000","956000000","1006000000","1005000000","973000000","838000000","846000000","928000000","1004000000","1053000000","1058000000","1048000000","1123000000","1129000000","1165000000","","",
"Guyana","GUY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","82949308.7557604","96774193.5483871","110424079.799335","110599078.341014","111240739.660503","117823529.411765","125764705.882353","143705882.352941","133800000","147700000","151200000","164750000","164000000","160238095.238095","296590909.090909","370500000","300280000","284360000","319880000","317240000","490319960","393107142.857143","254400000","224500000","193263157.894737","218069767.44186","233674418.604651","282142846.938775","263299990","251948536.764706","248683534.177215","356599994.633274","469762447.641887","519140473.11828","567658924.078091","629152003.521127","723896874.643875","746591431.239949","688346951.547645","670497421.319341","684731124.266842","661420532.049831","670242444.601789","666355283.18538","752856480.465943","698037583.989994","","","","","","","","","","","","","","","",
"High income","HIC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","315160549431.81","354197641216.509","420112429242.566","568782129815.842","766168277189.438","824989897626.544","915121462554.237","1039463730816.48","1230936838840.88","1531237492099.18","1845441311766.74","1858828047391.8","1733134602559.61","1695990814261.14","1795830879910.61","1834043481071.05","2119800271059.16","2505462922232.53","2882662059754.67","3116916937911.78","3615447474729.84","3793972825624.81","4099556058534.04","4044011385572.42","4509968253543.53","5350338681233.43","5556964500305.94","5715506949602.63","5695584909805.15","5879130602439.04","6393023111011.2","6181245603831.05","6430064618639.06","7414601909707.09","8878529703048.96","9864221044459.88","11161161648706.3","12850123133565.2","14365087283750.5","11611713643758.8","13448337725725.4","15761317259713.5","15806967815333.3","16287464172520.3","16678906087069.5","14949017776975.5","14810870922554.2","16142937478400.4","17562927552263.8","17228766950306.4","",
"Hong Kong SAR, China","HKG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","0","1149077545.56591","1263224321.6155","1414306395.93155","1609005531.01451","1675916230.36649","1889960077.40451","2170856894.30187","2451069004.61784","3029243796.77038","3541855147.79662","3999563824.25473","4818662034.24682","6859419022.63674","8133794419.27021","8380004863.0248","11516881422.2802","13104032604.0326","15674787027.3502","20190497131.549","25613432205.9444","28115506414.0411","27405229081.204","28132742388.372","34837426451.7779","37098885865.3797","43008342624.2743","57087313901.7478","71728414040.4817","81399120501.5449","90213099180.9803","106157607576.693","127907138981.474","144855214850.82","162013741524.766","182564440652.55","194351137142.34","204029268544.71","187184486075.426","186851434096.036","216355888694.938","207975842437.298","219708676864.686","243329095392.202","283708654340.01","322201406657.838","358400448003.296","394443817776.297","424120177736.683","381291699992.26","469444859187.561","528967240493.32","566884508277.036","610972021660.65","621071949033.415","606075105136.871","600021385414.117","644673433249.5","681282515787.459","649000752944.78","",
"Honduras","HND","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","71800000","79500000","87200000","90600000","102700000","138700000","157400000","170600000","196700000","186900000","201800000","217000000","235000000","294000000","332500000","345000000","454500000","581500050","960859350.82261","1168036044.66043","1315331102.73782","1227917680.42087","1066168434.4013","1108154408.9","1174230696.63565","1257514350.96913","1393796694.42391","1312577924.08218","1436852036.59787","1520893864.26027","1561384393.23464","1573527394.81257","1651611360.70136","1811810868.46427","2066441596.89849","2590041814.38999","2855718826.01351","3270298692.01521","3679525531.75775","3395137944.25087","3833918331.19093","3931303628.65709","4143693230.5577","4452148105.46031","5181716337.99568","5757220307.6629","6119755281.76468","6614386798.69384","7124821464.46746","5766473847.71713","7247910834.02575","9077897775.02894","9431576950.29279","8869036740.06819","9396713234.73355","9475880830.43217","9276487847.60236","10082624078.7496","10032351993.7078","10099871473.1624","",
"Heavily indebted poor countries (HIPC)","HPC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","2346690952.63788","2607864011.54535","2743446251.00541","2981753002.34074","3391919310.95298","3743916566.20781","3957567242.04632","4103141354.09212","4540083878.27729","4834171505.95173","5512001248.55793","5468510933.54553","6291283440.23894","7499742033.51791","10570711868.1362","10901852633.0916","12408409349.4744","14483842475.285","15833112160.3822","18787254535.95","21127487295.484","20053813239.2006","19756362578.9892","19281150869.5286","21156100152.7517","20604928223.4375","21478292227.2273","22257501066.8274","21590909264.3964","22488298910.3158","24124625987.6517","23823905790.9901","23525081897.4179","22626431113.9136","24993945312.4728","30282396270.7301","32729078155.0774","33127620446.5113","33897380021.9839","32952194986.7983","36086257128.4065","35943175510.1187","40563550728.3924","46599049919.9669","58880246806.6287","69262436377.927","83064258488.5112","99731239549.2515","121604518039.674","104489464398.202","129336867928.601","158280381255.292","161864820553.64","168173295219.09","174644046715.91","148591500191.111","143218928418.142","166885901714.879","183574256832.208","182231850591.076","",
"Croatia","HRV","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6181600653.08871","7276195023.15769","7460809991.16015","7498860849.53034","7123027814.34419","7638063884.81586","8631397032.40049","9710014690.17474","12448198976.4198","15347685910.891","16669918688.6421","19123850275.3773","22761205420.8218","25575432905.6944","20447389403.4017","21635541493.339","24236617603.7054","22335640412.7851","23470755729.6634","24953875401.1206","22969269548.4731","24574438728.6248","27673923003.0161","30811066855.2486","31567697384.1087","",
"Haiti","HTI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","426125800","356133600","368773800","358172245.494024","170898224.490686","203702652.513441","139173369.867473","256955764.92692","329352514.398265","349003993.916387","368684569.868002","508795815.914639","461401566.656813","431369397.081719","390279690.402248","473761490.658664","507037036.103712","614447563.102811","394399999.034949","728775560.297114","837109819.006653","932770955.570577","802424194.236609","1311687528.69812","1323609689.69316","1567189079.26438","1662346422.76095","1747466877.14052","1600604975.73419","1557912175.68823","1768470430.51025","1586190583.04758","",
"Hungary","HUN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9997910590.754","10695327143.3871","9305672448.33805","10964648336.1666","18193517647.2179","19541988133.3825","22657803556.0942","25780593157.6102","27306222585.4306","31569229766.0494","34871552860.0724","39305779457.5653","48053312718.7017","62016712553.355","70774176092.5933","85375664242.5971","109092692856.886","125363676136.591","97285176510.823","107203863216.488","122180632165.328","110624931420.638","115889090055.656","122873573562.815","109560505848.764","111124980759.44","122961374954.452","134579292776.65","134352236289.823","",
"IBRD only","IBD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","33798323165.4096","34008862471.3209","35036330944.0237","40917415644.3136","41231740365.8682","44602018428.8205","47445834763.7456","48524090462.9705","51200099383.3167","56159059617.5121","61042964133.2099","67785489873.6737","80717795722.7544","122404534273.068","202024490279.964","195623911879.226","225866109384.68","254291386806.261","264699415068.529","360678560841.288","445657924811.7","430040101887.049","435118610739.992","443389824935.659","462122441707.651","452181665660.524","405399225225.005","490266306262.629","572286209476.058","621261490356.853","666646836458.698","675929049361.115","965258604801.015","865626735589.911","922572325972.176","1079796045494","1167026539101.73","1256058668883.68","1205812645844.82","1259763218697.05","1509113532723.11","1492006892906.52","1626375378588.17","1950409657765.42","2504467267313.77","3088892111374.59","3758006605749.34","4542006563336.41","5470485098683.67","4385693782863.21","5621616567896.35","6774345487298.69","7062186849091.04","7263917523323","7281041864606.4","6461181503020.16","6230555339675.08","7041588771237.76","7852467820970.81","7788101439332.97","",
"IDA & IBRD total","IBT","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","38647737721.786","39343546029.3921","40789156067.8443","47135820931.8406","48089604103.4017","52083883833.0946","55385425679.901","56594468181.3628","59925134573.0117","65768565792.6344","72175184795.5251","78716192710.3121","92895590455.5243","138626826905.478","228085442602.376","221053088382.551","254991286539.255","289785530109.363","299538132650.61","406574924340.121","507195853006.53","483999109849.823","479599933492.086","481382163603.928","500874159713.149","492037734610.113","445036787673.564","536873699337.07","617525342182.068","676260944657.792","725911740001.288","738035835707.655","1029796989225.55","924365984202.498","984191159932.589","1158359290683.68","1252205154870.76","1346429884303.87","1289479414639.45","1346095456793.45","1615259331647.65","1595465564377.07","1736348168325.81","2077560629693.23","2653225331225.18","3267983983751.35","3994677155222.12","4797601253539.51","5792061271869.8","4647228269740.54","5973224979811.23","7207600318448.33","7517282386968.96","7682688598345.38","7724175376287.34","6827666569629.22","6578932021616.45","7438316761691.75","8298057278655.62","8247409592320.83","",
"IDA total","IDA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","4675017629.37022","5070873330.37266","5428331424.40967","5914839409.78765","6462756130.61093","7043832255.10743","7476844132.25328","7605477371.08736","8200836879.85697","9028207484.28573","10390036615.6204","10299141627.4446","11538560306.9502","15556622064.1399","25058802162.5026","24432544341.6758","28015525436.9492","33785211295.9661","33421489711.7803","44219980241.77","58685625042.9478","52027307793.2478","44040518566.4411","38640777072.5554","39554118851.2624","40350517456.9166","39495108565.1555","46646736643.1304","46745626208.0544","55646493346.4916","59979111476.4642","62965385557.5413","64236324252.7084","58540271412.6717","61321168343.7795","78507694622.2105","85141039024.8721","90221628189.7095","83412216557.0195","86027583417.744","105878723310.132","103138165019.618","109516763165.401","126434402961.069","147317567649.784","177032945898.748","235501669178.166","252004706293.494","319175180629.159","259995657943.779","351331931530.702","433850810473.014","456043962109.861","415021614019.627","441348944864.4","363146472232.299","344751579828.842","392925990508.087","441750980370.947","459148163830.6","",
"IDA blend","IDB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1367550806.66698","1405014428.65427","1505666884.18366","1751245629.8416","1939585852.25138","2125884762.32653","2258433938.76139","2234878122.03684","2404253805.33719","2811367995.19132","3524125306.82892","3592363986.72027","4078161110.35882","6457962717.76742","12565045571.0418","11040917761.4854","13187689157.3958","16659488864.0852","15282008341.9413","21908728131.7327","33199019553.9437","28355908709.7691","23069841827.7914","18374948611.359","18476302663.1286","18677266434.1046","16829005822.6679","21819930720.9193","22005476686.8045","29180706650.9697","30378055043.5845","33237642484.1237","33726351076.0584","27517008954.1808","28235437892.2191","37522310679.175","41365797411.8881","44507770816.2694","36667294750.4502","38669588080.8744","52943412701.1156","48747306130.8417","50352716857.7672","61695112040.8195","67043440121.7954","82161075166.8426","122119988008.184","116577070597.135","155605910628.658","115294998823.277","166133230563.34","218464045904.408","231757181997.52","180984806637.287","189787919517.707","128750255753.928","108232705817.018","124571951885.577","147911902698.281","154268380563.612","",
"Indonesia","IDN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","497382748.732514","769173673.299209","751533742.331288","1175342465.75342","1345889842.73232","1816385542.16867","3263373493.9759","7482168674.6988","6868915662.6506","8264096385.54217","10760963855.4217","11251894892.7774","15453888931.6105","22088390908.4785","23629067635.2529","20176590282.7474","22488286937.0563","23177770004.1644","20279854572.5697","16387068862.1352","18661070326.1201","21110162562.0037","24640067882.5837","28982531189.7617","33063806609.367","38801726176.401","42274397859.4989","46896633113.5023","53185312942.0389","58717201041.7111","60106038403.5787","50555726234.5501","49720260589.8075","67621169165.827","62625875833.9076","63956798804.501","71553141044.9888","82744351781.0167","97387627234.8392","113143424880.155","127226102177.005","152090401421.802","130357798591.185","183480563627.391","235095130017.567","225744402474.106","218308408827.835","210820082760.734","182158299305.401","177886012771.598","204924485587.546","218580936570.606","206015217322.011","",
"IDA only","IDX","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29312076775.9073","29197667177.5529","29997150643.2538","31041243982.8174","33169986977.7558","41057033228.2855","43836462106.3662","45762237370.3984","47352045767.731","47877155241.3054","52902763200.8145","54694462749.0393","59653667326.247","64899002855.6507","81011145780.4487","95651101094.3255","113450107006.272","136565433979.652","163233481262.785","146005341975.496","185538336143.451","214173896998.139","222756792383.341","236220278632.38","254142838596.494","238781835563.237","242197868082.803","274660388634.655","299484237577.996","310604391765.317","",
"Isle of Man","IMN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
