"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Eritrea","ERI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214474287.085724","334544480.991356","440568181.818182","479375000","606037723.976277","589008180.669176","597114875.236012","597465839.118809","411183688.311688","460868367.301826","472665759.195312","587987181.057653","663164475.067996","603478679.585369","464617886.178862","379414634.146341","360673606.504065","435274751.219512","494229450.406504","603784852.03252","","","","","","","","","",
"Spain","ESP","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","5612317565.96149","6005008383.23353","8184905513.84934","11627327241.5762","18006241707.5281","19179420289.8551","20751355384.2328","21074990142.3877","22236108940.9722","30327211204.7595","40198398700.3945","38729690034.2404","38319943964.8645","35375280742.4594","34830824880.977","36162100782.7789","43101606273.0189","59271552351.4351","73015349235.8235","86194007027.4069","106699693111.329","113804595676.541","124860130017.877","101029836579.945","113186748230.034","141042167066.987","149163273348.22","150448863636.364","164460407617.775","179522693373.109","188129721761.563","189036241610.738","201356107660.455","252041760722.348","310654333250.559","343483397587.365","389588508342.742","467591021078.566","493408524974.367","355547374270.631","383261949155.97","432662441037.936","389365914675.238","393336504606.372","416065027898.125","365540646765.21","368298741615.141","414015724683.53","461143840806.274","444291446078.431","",
"Estonia","EST","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2728885948.66367","3259065901.44469","3295549960.6609","3431489140.33034","4158018485.12173","4721055734.78696","4274527257.2402","3688782825.02534","4078345716.58759","4815881134.03033","6478792908.76242","8368396273.29193","9945822658.87327","12490779074.1438","16026215439.3649","17111420829.0611","10974937482.6341","13406736320.6191","18729623412.635","19464295957.8491","20560105185.2278","20846975232.0732","16818332257.6825","17657740840.4384","19319287826.6589","21912792796.4063","21682707725.3647","",
"Ethiopia","ETH","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10079844913.1514","13699443639.5248","13812126941.5528","16182860468.0423","19565924879.078","20124704466.5236","19195090502.6836","19235910556.8365","20022064432.4201","",
"European Union","EUU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","145469793098.1","161775756371.731","194990046968.941","269052774457.396","365964952249.352","385461842075.948","436553998137.15","491225964988.459","571573704852.626","744963225586.726","898742508166.786","808136363754.463","771297338897.133","731930406662.813","733810491299.651","761612084571.224","921915268861.006","1135696737836","1272087648622.69","1373447352267.2","1681949884819.44","1721010046105.82","1855075746098.89","1618837634872.57","1806870676930.93","2212538402288.18","2264521867618.82","2231662789259.11","2373223614551.92","2426796791955.33","2534730430385.2","2530407559668.68","2639485460691.34","3217826176142.75","3866234606176.09","4272548355385.11","4882735633865.87","5811055980519.94","6547870271543.93","5098002533170.37","5638460725151.89","6543519608571.27","6141954090264.06","6344925133235.46","6570120172872.61","5797990727722.57","5881031416521.05","6517009385236.74","7217860361747.03","7119502241383.96","",
"Fragile and conflict affected situations","FCS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","9978615479.23017","11205788878.7491","12528470980.1448","15986952526.365","26800513037.2174","39341595703.888","47227538061.7463","55935467223.191","59406975042.3576","69006991292.1367","87017037023.619","107721456942.088","107107792134.88","61140003957.9535","60033477314.3049","61293352596.4202","58223633547.6276","64650263736.5865","68424211662.7032","61810311702.4985","63370234482.4554","76357971900.8256","80665404109.5018","77260581282.3032","71256409379.8067","82729971719.324","88664392488.7064","99334614214.2591","98216755303.6596","88999189617.5382","96079988394.1476","108909898020.548","106717634112.568","121972180337.97","144258418881.305","179985965701.747","207725026362.876","272086344643.646","325864868733.671","328252238628.532","381251654189.722","395916380101.263","443237498686.068","528300565850.011","582630041127.59","493818600454.009","456018386010.997","473053610565.336","554867351140.694","637860149101.405","",
"Finland","FIN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","2901994620.61155","3116111111.11111","3558591912.81904","4849296716.97526","7338853001.41799","8310974624.21206","8192029543.00662","8555407997.63907","8979061371.84116","12688139215.387","17233025183.2961","15896941306.1449","15153570988.035","14637062339.8804","14340126632.3704","15264773599.386","17894675111.4239","22422561882.8622","26449182658.1379","29576001108.4938","33514227958.3269","28389942655.4918","27792673214.7598","23895076506.7139","29329538986.9095","37987472766.8845","38849339891.2762","38637040430.6494","39579439252.3364","38720434689.9638","41311958724.8941","39489932885.906","42151326933.9356","52641083521.4447","63757139309.6598","74357666956.8462","84397189813.0724","99941144264.9877","117476197451.296","85955821061.4059","92321655573.3472","109214466156.782","104257570475.589","106008134700.256","103296835603.497","84341201313.6016","86830696698.6689","95877171128.2355","109247739792.941","107348649694.117","",
"Fiji","FJI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","624492665.036675","709771823.075123","592636207.636208","550737463.126844","517088490.670608","510228848.821082","509312384.14688","495457834.231048","569530867.650143","713813793.568395","897899925.720845","837286527.514231","841184298.070526","972240238.68206","1085171777.88402","1159496551.23373","1252975130.0506","1223730691.97202","965975437.890074","1192881803.41186","1183312975.66476","1140911886.14601","1177923087.47542","1580546471.14675","1920600115.40681","1897752808.98876","2090861829.94455","2087375023.28759","2602685574.44939","1706089891.08759","2003440546.31705","2460825349.65425","2549025085.20029","2911100249.80993","2840256437.42715","2451420671.24333","2491096577.07548","2727272727.27273","3098974801.18808","","",
"France","FRA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","7703448807.47139","8273434929.9973","9042716899.56025","10367369962.8664","12137117084.5552","12575567948.0367","14294826788.4762","15606193461.9798","17377269222.6489","20853686819.1263","22918389039.8016","25770095892.0327","32248374512.3537","44639068945.1974","62037643207.856","64439345265.4123","75449330783.9388","83706873495.5871","97265988372.093","124740980573.543","157930766842.595","144292094146.047","139514921648.867","127109906188.14","125805749455.828","131050518323.843","158186381286.107","193330786860.199","214217597180.927","229069504421.139","276177568967.594","274783164748.285","289557620817.844","252823720176.048","281109404536.862","336601393087.134","341586100782.152","327048775005.619","351430953969.313","353524398039.633","371434494195.688","367426398210.291","381655373611.895","454338600451.467","538587037496.896","591804501927.621","653110023836.407","759099370380.509","854435330306.137","689420672409.003","742031316842.103","868987884447.481","818540713740.32","854548434796.238","878812509205.593","759722943088.242","762455991685.59","830791260481.178","913305341610.98","889359807466.665","",
"Faroe Islands","FRO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463123806.112703","559631317.909464","611176405.092106","584514826.741001","610599516.131075","869681375.897506","769608252.240824","908686154.513165","1025526333.49028","1336921579.07306","1327573017.39864","1085675912.62661","1098380185.27409","1342317507.0315","1481743634.0095","1496999804.14152","1464516703.78619","1268924924.56784","1251615490.8864","1427175937.84549","1568840464.95423","","",
"Micronesia, Fed. Sts.","FSM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","89800000","","","","","","","","","","","","162387700","182834000","182125300","180575600","172319200","169396700","184320400","173961400","186599300","187839500","189722600","195838100","195650000","226222700","243611500","243860300","255859900","266613200","262856300","236361400","247594700","242489900","260565500","262770200","","",
"Gabon","GAB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","46157379.7170311","53078875.5037959","56243568.9304453","70124240.0810661","77540103.4436829","84468787.5973566","97281594.3266416","130487348.089838","145012559.970438","171949150.795503","123008734.147266","199741094.369392","311076213.307742","416798916.5173","668038561.85275","1033535543.81168","1387316653.25391","1440086500.20843","1121176289.14066","1133406056.70852","1353656767.39824","1571772409.82414","1435152241.09865","1476646950.40855","1431720921.04787","1913133445.97193","1861937649.2914","1484012449.05493","1602494055.16644","1724720017.89053","1836814829.26011","1797631392.56785","1889852814.48084","1512752825.53666","1603032258.01223","1772673217.02323","1879469239.12389","1983293967.44116","2177525350.37608","1777483514.26858","1655659043.70693","1475000535.91102","1715357297.51142","1847633736.58858","2076853934.28882","2294207166.73267","2899741130.60309","3313621669.34756","4172991031.39013","3795566767.46899","4526528581.67525","5236193125.45438","5390232737.70199","5855447181.16799","5279048163.33855","4015443355.40044","3659959710.30311","3708781580.92381","3627476390.97555","3640935227.36388","",
"United Kingdom","GBR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","27409685625.15","30419802871.7449","35251670829.1708","47697383635.4728","65241243571.7625","65516192477.8761","67750427672.956","76182421070.9925","89639071907.9578","118543960186.362","137974171508.25","125162311093.248","122164287211.74","121368159769.592","127311250332.535","130997366529.774","152959718557.608","188415647981.696","229336405193.881","241405770615.183","272512448508.523","259732945326.279","275926649701.65","264548279844.031","294440260177.533","339187312608.49","367747269890.796","390581204977.079","409024511427.625","425843714609.287","446500226963.232","446758312940.838","476226019184.652","534997551020.408","634716221164.409","694992727272.727","791190432382.705","844037615046.018","851685661764.706","674542763670.354","749291526880.038","840470563631.101","842499860812.389","870053618242.98","915964888628.861","850218996101.725","809875896141.561","841968870614.19","915530698095.258","924694009499.873","",
"Georgia","GEO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3514920846.7183","1986754966.88742","2446203314.37052","1938101600.09357","2743399815.08299","1140170044.20972","1001841200.42363","1479432986.51252","1340894551.22164","1066705911.58926","1212806558.87468","1251368837.43367","1439783576.99139","1843081511.86093","2455655258.76461","3286864897.66646","4388115030.33026","5857048787.78809","7425610410.51784","5237832984.13649","6114963810.80626","7985650756.00356","9138860291.89124","9261753035.95046","10019255819.2218","8659322257.96501","8483331220.68703","9341701534.17015","10770490509.4511","11155423867.1445","",
"Ghana","GHA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","431423304.702514","474845780.175819","393603729.290281","423018954.610907","413213879.504031","549084205.985018","417416054.549835","348508152.767387","347109528.744885","399077904.517425","503014656.062503","489222600.150441","321158572.044947","404225352.112676","631055900.621118","518085106.382979","443644067.79661","368285714.285714","354799301.919721","448717948.717949","406950207.46888","224767428.792591","120354808.590103","242989412.632509","475228310.502283","612110906.702115","1153286610.35948","1328870748.29932","1250710521.40818","1278450300.4595","1522368636.72261","1683755434.78261","1845128146.45309","2172624036.97997","2001557531.38075","2128753127.60634","2780426911.31498","3651811035.15625","3495721453.2872","3830866091.52288","3350893191.41127","3444743962.02708","3383649798.08178","4320560567.60498","5361416564.7582","6631860362.35086","8325437766.36433","10137018335.8353","12757654091.0387","11019098007.1174","14778901678.3217","19416444364.0668","21794702942.627","22377217876.2491","19505247428.0191","21187683788.2948","20615994270.8067","22649501436.6165","23871613874.7737","23713149959.7501","",
"Gibraltar","GIB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","539720563.969686","626828740.251305","740909308.147487","724403496.131013","891764001.211754","922121889.507892","856409525.055432","920887064.887493","874985347.941839","905906827.516643","941918716.932271","864746362.731672","966133346.851746","901093975.110592","867392015.605054","849347074.014655","854685071.917122","867999978.135263","938538702.18754","1031237407.23715","1922724849.13814","2988313292.80529","2962825502.58155","3177066500.78466","2961065637.41525","3620035688.59762","4089175142.90716","4519671005.05146","4396562740.71092","4480281624.51364","7088908452.6568","5842867638.94029","5783505585.65646","5607487977.70667","",
"Gambia, The","GMB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","19266562.1324971","22035471.0401569","20989199.8271972","23077473.2395718","21394038.3046129","20720626.8860119","24111727.3772048","31865484.0225564","41878368.1103513","50236393.8053097","52005301.7028351","65618403.8377671","102909574.723115","131010643.93137","153323649.041255","146040649.180987","128849137.366237","133366216.933222","114896375.659161","121703202.44485","104144404.33213","130802612.235667","155879196.23159","185466005.591012","226976773.702246","239290744.409202","263205829.782929","275121697.533573","214067398.609865","279037959.829427","247309659.902829","204004039.136488","240030742.922645","228252406.736229","239267915.793425","172597799.479831","187843250.760626","183930243.073202","282216842.434757","309496979.919791","309274309.922788","336061817.041498","384410879.400155","377490204.320608","406575753.248608","363423450.944453","394206458.813297","364299149.553919","447782280.209906","459500319.953324","447005385.901205","549737511.505313","691368339.29365","637323745.318352","",
"Guinea-Bissau","GNB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","23768618.6596903","26948628.5695037","31248657.1406251","36398983.0508475","38767763.1578947","28278217.8207579","31395546.9823706","37483116.7231619","44225216.1383285","49224572.0070025","46299659.043934","55268030.3030303","68336755.6496237","52759846.6766756","71013939.1033411","83018771.8762972","41457271.6312291","67719955.5763167","84150250.5167036","98449728.3366258","90350137.8049409","97180013.6089954","113409934.417992","77499976.7900961","80839755.4509768","89252264.1599689","86090212.0790152","107106556.211444","74000256.6311349","96100140.4744623","122592296.962694","105312769.278221","97563200.4695889","117415701.467191","140385976.35672","147747290.512584","163496080.590231","236606716.158933","284680399.103139","292391611.279257","299363909.406394","340360883.830742","254220739.22112","270133241.654782","331091752.972564","337933433.996655","369077005.00974","446544679.49823","473479984.120883","448861697.59571","",
"Equatorial Guinea","GNQ","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3583355427.56045","3652042752.38717","5942729602.80161","7794030128.71889","7193785588.44253","9610803923.97406","8389599459.81802","10023358834.2755","8612716025.68619","8361397390.98541","5566862090.17853","4629853312.2198","5315347261.12693","6068571860.65625","5761207760.22297","",
"Greece","GRC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","631632347.254096","700605823.572942","769366899.067225","900360280.325354","1115046401.46126","1308623060.96874","1342050634.58856","1412506373.34621","1579116078.96712","1811909654.35539","2000806818.18182","2212454545.45455","2733386363.63636","4490322209.43613","5389988636.36364","6042157279.4899","6489141791.04478","7481739130.43478","8625547309.83302","11091655933.7626","14356163069.5444","13479680196.802","13459198979.5918","12208637770.8978","11571638452.237","11598554157.4143","14070949367.0886","15884209864.1168","17767852510.209","19664089383.1305","24815116079.1058","25647743503.4586","27828550232.3918","25002288941.736","25323011235.9551","31047568760.1118","33853424405.436","33000637713.7152","37510447365.3868","40084618580.8651","45152926110.1898","45421484563.7584","46512542819.4993","59861400677.2009","70208942140.5513","73315605024.2507","86576754485.0081","111487350123.186","127492980811.484","94913549597.1103","91984511408.183","92985185920.8675","81399959970.1114","79551949234.7502","82430385246.84","61929991688.1608","60083185177.9355","69240746275.7766","79381575021.2674","78058893257.6312","",
"Grenada","GRD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","32592592.5925926","39703703.7037037","56888888.8888889","66370370.3703704","78703703.7037037","79000000","71777777.7777778","71148148.1481481","88111111.1111111","105807407.407407","115092592.592593","119888888.888889","128629629.62963","138800000","149118518.518519","138625925.925926","159318518.518519","161914814.814815","169207407.407407","194092592.592593","212592592.592593","253185185.185185","266296296.296296","310138518.518519","280206740.740741","272108074.074074","311462481.481481","319120962.962963","396159888.888889","402395592.592593","436385259.259259","451733185.185185","360979629.62963","379569185.185185","395495481.481481","395684296.296296","424283148.148148","492962962.962963","507037037.037037","529629629.62963","615555555.555555","684444444.444444","701851851.851852","",
"Greenland","GRL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","771604657.164109","890571013.670277","1084860511.26415","1044612228.42537","1322097103.07328","1759224024.63663","1392135648.86493","1912821607.01268","2484474826.30804","1656262408.28658","1562932891.76148","1381683741.64811","1137635815.03887","1220182123.38637","1242968998.47037","1373816235.391","","",
"Guatemala","GTM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","151700000","145300000","153500000","201200000","235000000","261100000","266100000","283600000","296600000","299000000","338500000","371100000","389500000","519100000","811400000","858000000","1204100000","1439000100","1655000100","1784400000","1963300000","2031500000","1628999900","1316999900","1434800000","1262260869.56522","1055296757.99087","1579400000","1720152709.92366","1890234375","1900441392.83963","2028674262.76124","2849959385.75794","2972637257.33754","3226457087.21658","3726925962.8954","3539822366.69293","4197706680.73948","5091730420.36782","5011108418.07374","5584222227.94724","7731195123.8134","8255070815.80731","8807734236.67343","10090008720.8205","11155024024.4174","12662799252.8872","14441181173.6802","15422485304.2328","12501367182.9053","15009492876.4675","17803241426.2594","18197178244.9959","18382944837.5929","19287363234.2671","18695372446.0469","18243806629.0346","19777888376.2708","21158463799.3404","21608968518.9757","",
"Guam","GUM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1616000000","1654000000","1785000000","1843000000","2079000000","2489000000","2673000000","2639000000","2719000000","2949000000","3037000000","3206000000","3283000000","3042000000","2976000000","3026000000","3178000000","","",
"Guyana","GUY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","96949192.0900659","98465846.117949","87499270.8394097","81082657.6445196","104240797.99335","122941176.470588","137588235.294118","149588235.294118","126700000","138200000","152650000","154250000","167714285.714286","211523809.52381","288227272.727273","370625000","413560000","354360000","319960000","367200000","564840000","526500035.714286","337800000","316000000","224763157.894737","280627906.976744","268534883.72093","321836724.489796","281100010","279264716.911765","316708850.632911","419266355.09839","557463259.792166","595085540.706605","633450373.825018","696946829.577465","766890762.820513","820130867.76076","774285039.762422","726372197.440421","788833546.017651","759902155.553468","758240189.337319","739243194.313134","828486192.403212","905124012.507817","","","","","","","","","","","","","","","",
"High income","HIC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","310599831619.255","345365952077.002","410824503672.55","558482887446.851","780012232459.312","803573529769.308","918276854585.093","1053558919336.78","1230788225322.13","1570144240231.81","1878755914430.79","1844031402733.55","1761372136288.69","1743290002914.34","1860465989694.03","1886270874431.17","2144842044588.49","2552246807876.79","2929487977837.43","3189989233671.26","3675566976084.28","3767407126644.02","4023526435026.34","3886266101310.21","4345063876484.52","5162644399613.68","5391670946851.25","5516061119028.96","5552998678003.3","5841491662056.65","6468297893662.43","6238665483820.76","6441115861022.85","7432766063131.02","8885154484454.46","9956449690435.91","11282707319275.2","12863266740743.7","14440372907511.8","11389731931607.6","13170316503567","15372714709315.2","15277871346634.7","15584101298487.6","16003767958570.5","14461384027335.3","14265881870053.9","15524881087957.8","16896161402231.6","16676090581755.4","",
"Hong Kong SAR, China","HKG","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","0","1254129700.43431","1397230780.65259","1552024945.24667","1778091243.17903","1759685863.87435","1977998988.86003","2045585036.9726","2304810109.94067","2747800971.51109","3249058279.73615","3811504974.0811","4365051228.41848","6352472554.16302","7683838142.93664","7818122872.42665","10141697928.5598","12077005577.0056","15489036445.5452","19899254402.6226","25762544964.9324","28586942908.7721","27223018501.1285","27592908660.4636","32155666410.8468","33514915027.9817","39269027206.4383","51815652129.3102","66398923904.6887","73513762996.9615","83645022978.7671","100108734815.73","122484820298.168","136735870520.709","160442135500.233","189046381757.543","196722521753.746","209983596181.914","186279033736.589","178289784079.923","208787221480.645","200030132840.95","206139455564.246","228647454666.872","268978813559.322","300019672637.033","336798578748.165","371855051657.395","401811655622.335","364440775045.796","456013231735.571","519399152106.886","563915218400.289","609317560598.246","620474587637.508","598683144559.973","592696108112.286","641229533439.409","682055750462.461","642785768067.484","",
"Honduras","HND","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","77300000","78100000","85600000","101400000","113100000","136400000","165400000","182700000","204500000","206200000","246600000","223000000","226500000","302000000","456000000","446000000","514500000","655500050","1234878272.60239","1479471525.31077","1795536832.38199","1688328750.83773","1293644183.96739","1428646953.31942","1688328750.83773","1726447179.83125","1712152768.95868","1703417295.64767","1824122245.82697","1943711271.52273","1934349590.62418","1896551789.64395","2118269211.8809","2344007289.63644","2590593425.93474","2888355828.98853","3165076342.90541","3548150098.85932","4090622570.16248","4310374703.83275","4718148698.24101","4939703297.83935","5128824427.66668","5609358882.00548","6832808887.57091","7560133387.8496","8414888437.27508","10082042434.2819","11719442651.742","8369540251.17623","10086959052.8761","12567100665.5354","13022905108.1416","12647245231.8486","12923205572.9206","13027942329.0742","12401112327.5673","13585423487.7869","14606467051.8393","14145631107.5749","",
"Heavily indebted poor countries (HIPC)","HPC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","5034558861.49376","5294485949.61127","5430317343.5505","5755092300.30298","6032182202.5768","6694582564.80354","7345941679.28263","7842325456.53828","9763033896.93365","13780539971.0092","16426759317.9014","17175092300.36","20067843607.1526","23741438453.7065","28644547792.4377","33323880324.1372","33779586234.0171","30711393073.5796","27717789754.2626","28034506452.1505","28008119919.3418","29658731417.5523","33509118855.2548","33172482604.6916","31971876674.3523","33771558181.1457","34883832902.3062","35076549294.8119","34466616121.6011","35637837608.6719","41253285638.9437","44387604399.863","45759183998.1745","48640558718.237","49167443490.043","50219062316.3702","49729035277.8359","56194005600.0001","65991962625.923","80166211132.3103","96844049120.6586","111820068720.267","139332871228.254","168684132716.927","151601901420.579","175829240200.781","204364097669.814","222975035600.949","238682523637.901","246093459913.049","231775313258.905","220977691999.47","230744998163.607","250127834178.864","246551316025.689","",
"Croatia","HRV","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8035817370.43844","8822247939.68408","10535889761.4485","9226183123.16215","8538670410.32432","8619857243.49241","9838370267.66546","12261062133.3766","16079129956.9965","18927337474.8549","20657189361.6272","23430854498.8041","27823407123.6706","32766664349.2679","23961865880.8475","22644809722.2465","25310859343.4221","23252266534.2338","24649159217.6898","25175352225.8364","22863448935.2022","23992755385.2861","27335901438.6837","31330128247.9163","31718876943.6865","",
"Haiti","HTI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","848904800","753772600","1068364600","1024557088.50544","563516991.667757","711986181.953826","535668262.774515","807821954.521593","840148096.437209","882865727.745972","991316375.931761","1233633424.70026","1258574276.04554","1227408282.31028","1140868849.31112","1378963989.26204","1533191513.22106","1650680910.11697","2076839999.42097","2246789632.56488","2869609374.75501","2812682880.84557","4271059095.1039","4433442751.44514","4195338982.92855","4443355056.08077","4752593172.25337","4490955192.95839","4193899970.18535","4687979993.60137","5636087231.75277","5200745035.0922","",
"Hungary","HUN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10284718886.7331","10777434556.7635","12185639696.6526","13407336201.7547","18197113032.7156","19321118635.3848","22202750480.2205","26545060043.8336","28650079402.6291","33311976928.1364","35565157293.0756","40689167477.4968","51414090617.8906","66132413100.5426","73381704307.7424","86681310898.807","108340102534.611","124800523840.981","92014008975.9056","100258239190.808","113548551391.41","101943777140.213","106421784125.707","113953487005.682","99613671878.4961","99970615816.3327","113204305842.342","127516244672.386","129254231748.435","",
"IBRD only","IBD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","36207228207.5762","34741345798.3874","35277557669.3512","39212455921.1963","41130352386.0462","43296411412.135","46863085723.7654","48703905277.5203","52029492952.6924","56441705033.7248","63609335543.8311","71287534267.5998","80653987801.8199","112354213100.587","186083691244.521","216148855183.621","224008371579.903","260305763443.602","276513320895.333","339068123211.896","455439672808.811","510865607791.531","485428849649.805","445185451788.151","438258653534.585","446786958712.613","431864493376.036","460540018742.302","556661027409.39","606068256787.664","655909517059.862","668752366635.914","915264363250.379","900192118101.928","952539403861.082","1119205601678.86","1201437780547.03","1294419121412.4","1220890455348.91","1209221479035.39","1421590229763.95","1435519870485.18","1530805860763.82","1822783125909.35","2340728745087.55","2777825010993.22","3298093932967.19","4065174481336.62","4993508461830.4","4143072107370.14","5279047030849.07","6457968525812.3","6824484149350.97","7112731580017.27","7202999082414.02","6276134617954.24","6118352460648.13","6962247450256.5","7804962647305.99","7662142594823.58","",
"IDA & IBRD total","IBT","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","42541127225.9487","42026769364.9222","42638591951.8366","47347137778.7199","50212158188.9425","53629596515.7455","57302533473.1646","59635433170.0703","63127295391.9153","68568818510.0678","77446872331.9337","85867170770.009","95569036981.9596","131069698443.216","214051752445.035","253131402661.901","265719315773.153","304627631643.76","328178571880.631","399473319302.453","531799587843.006","593460844836.855","554393924805.488","503044975306.585","492808305570.348","502438354986.303","487006943194.754","522546092437.017","619568727936.431","671350153074.852","726355377220.729","742003896891.205","994325753613.738","977877770383.126","1030465571092.24","1213719617278.24","1306970841060.83","1405723472102.94","1327657287511.12","1312635609401.74","1530403723061.4","1554313072826.03","1655044820497.13","1971065629780.89","2507056384182.66","2983861348112.73","3547922096212.33","4379102227666.08","5369835957388.59","4486384805915.69","5684960586438.14","6945445605147.99","7324470847270.58","7652247289315.24","7754661428646.32","6799173180020.25","6622589086081.98","7508720374470.36","8435382490574.9","8308334865613.8","",
"IDA total","IDA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","6540389907.20348","7303177765.80843","7385089435.4177","8164463467.52501","9077786960.29523","10268497313.7152","10421202992.5772","10906700822.6574","11103062180.7593","12127987780.8919","13829188272.0897","14607157655.4347","15008967069.2469","18929428528.4044","28444499236.9079","37354735243.6612","41848175909.4701","44746525839.1385","51813531033.4949","60753280933.8869","77096861552.5098","83576268983.3187","70295043941.3169","59304429261.5899","56072784522.3414","57202435101.3108","56583542237.5605","63409115898.394","65106415033.9189","67857913015.3365","73189667792.232","76271577461.3298","80382528631.3043","78973733603.1955","78668584023.9063","95718330222.5646","107429472096.339","112992584216.399","108539170776.788","104934346384.61","109313713863.154","120144915633.334","125448703284.273","149751986699.275","166200918585.264","206837004790.74","251384570840.942","316546333629.885","377972600953.536","349454460415.199","408892696543.554","489269398168.983","500009002612.859","541830313909.884","554579801807.353","529036169541.763","509573202718.811","549670666117.355","636348785706.202","657190162103.29","",
"IDA blend","IDB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","2245349163.29925","2378795870.91781","2347848066.08436","2565132962.86403","2937940148.74114","3388953268.86046","3237189156.56164","3529904957.87285","3461401578.64418","3804381385.28332","4702267892.97739","4939601639.90048","4876298033.84564","6382434801.8703","9857607932.29869","14638843690.8215","17325799857.1532","17682051262.548","20279744554.4829","22810506739.8333","30555348788.0061","36430034991.6427","29597370598.8041","21815617027.168","20110184132.8286","20646946563.9907","19832402751.9261","21630131295.6668","22475234677.3337","25010906397.385","26536819680.172","28415167496.5541","30769020623.3104","28454157142.1112","28345028373.2824","35789059810.4245","42281396771.0706","46959646751.3011","40851275175.5293","35583519905.4706","37238230524.879","45529898925.5156","45391331257.6098","58453170999.4923","54491645864.822","70379218544.1676","93313329208.4411","123509389677.86","144122090721.443","134461906033.462","152412383893.223","194002129134.42","172287189223.491","181482642408.672","187433512197.327","165313965798.588","154311337962.692","169459420603.705","210525943055.491","230310610770.089","",
