"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Antigua and Barbuda","ATG","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","493925925.925926","522962962.962963","544037037.037037","579296296.296296","592851851.851852","607259259.259259","656111111.111111","617851851.851852","603111111.111111","588074074.074074","662814814.814815","734222222.222222","846222222.222222","1014407407.40741","1155666666.66667","1180259259.25926","875666666.666667","841518518.518518","794962962.962963","870111111.111111","893407407.407407","924222222.222222","852148148.148148","923185185.185185","970703703.703704","1115037037.03704","","",
"Australia","AUS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","2611714637.69739","2952178295.44182","2512039422.10774","2974577220.29343","3270243028.33464","3959009967.52156","4124762011.42345","4222197334.52794","4730652928.65942","4882965617.65035","5455258147.60891","5839399708.81398","6220794392.52337","7022421524.66368","11737656595.4311","14315171377.8506","14038825160.721","16144757972.0119","17265959846.605","20687265704.8733","23827298050.1393","29570416811.7961","32610614586.7814","27658399625.6434","28996558594.4575","31190457927.4373","32912702853.9452","32314716781.3658","39231664726.4261","50821594332.7091","53061177375.9138","52681108233.2627","53341536568.4842","55746908375.4919","59676236596.3335","73019750519.7505","77631259484.0668","82133354202.5356","81674014786.6784","80794585787.6927","89664636061.0438","83770526993.6675","82018627040.6028","98900407687.8276","121992459809.361","145657795820.177","161970649895.178","186383763837.638","239348254252.462","211475482255.927","238851404915","285898649314.798","335971334295.731","334974864060.737","315025245570.55","290742990265.413","260223467753.676","273985217588.053","307220370513.914","301651408954.37","",
"Austria","AUT","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","4222754697.00979","4883423835.22414","6036690874.45681","8127807997.75107","10716325088.3392","11418675831.5557","13387942011.1989","16661465323.4535","18958761489.6238","23982629953.6799","28828883216.3369","25143195956.4541","23075814309.9137","23074387927.0722","22995355202.5308","24397666932.6949","31708292924.7409","39047892903.7876","44657529254.43","47283383255.3302","59578835773.932","61623796110.7837","67252988980.7163","60542945699.7516","68853040597.5184","83696833629.0433","85017442162.7242","80519032585.4099","84196220542.4633","84492009375.6659","82683895338.1242","84695659955.2573","88826566911.3495","109433239277.652","132172572634.716","143496791443.85","158748036632.794","187241938133.041","210090420389.629","167491372603.501","187158711051.024","220535791188.085","209537698503.437","217722805420.505","221515007769.412","188382123647.74","192150177166.056","212334535025.059","238560132898.353","232347953231.607","",
"Azerbaijan","AZE","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3474320239.18929","3622902229.55496","2725096546.55896","3019037459.25035","1015000340.34885","1630233381.04914","1776447337.82841","2102007528.23087","2424529283.64673","1917519517.81886","2023511150.01356","2129925910.01825","3121065624.35713","4769089798.41173","6312201078.66083","7007086947.32388","8132639355.27199","9423610301.82962","11464094449.8539","10235008708.634","10940949296.1256","15881853868.5577","17621945010.1833","19475589547.4825","19721280122.4021","18473453054.8507","16529046813.3108","17104055310.2487","17705176470.5882","17712411764.7059","",
"Burundi","BDI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","26250000","29750000","35000000","33250000","31500002","19928888.8888889","21494857.1428571","21192000","24488000","23004571.4285714","28208000","35832000","37205714.2857143","40576812.5359258","53633015.8730159","79994920.6349206","74673623.1884058","94676666.6666667","123426666.666667","177800000","214223333.333333","213555555.555556","272632222.222222","268000000","232495196.72542","239045071.671224","268172621.529298","291223994.011007","280918091.10011","255573911.399346","314442789.991533","332769069.983968","319246482.287821","254942339.37397","263464979.043231","272899694.103893","136902390.42114","140485312.899106","173751546.009097","129001348.569806","141321270.48441","138400674.414404","140218224.200461","164737396.316344","225367196.228575","322845670.193491","446954632.114287","433983778.268307","591543765.035539","520184945.412831","605576379.83331","764650793.891204","793324476.521963","919359821.304325","924140616.195898","832256768.774418","742622308.705643","854981478.321974","905279155.074935","985821794.293151","",
"Belgium","BEL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","11422513916.902","12470410328.098","15284572449.8213","22015693438.2116","29348848384.4242","29954319403.3125","34320538140.0209","39904208216.0945","47131229665.6846","60077552283.9846","67141114636.5016","58814105823.555","55093659720.9959","52310487573.9645","53192322675.2304","52988261430.8037","66063110890.3739","80749672609.4003","92534612177.729","100782764127.764","122899593191.695","122855235676.314","132088996235.885","118889056669.776","134214479141.548","162055281882.868","161993745928.339","153905164636.897","156499555456.768","156461964628.17","164593790307.721","160765011185.682","167805383022.774","202105643340.858","243279115967.221","270849023753.264","296811441475.348","348823706542.568","413249597187.637","320441789385.941","356614131768.442","422278559134.63","398639664307.635","409627748603.299","422300543807.253","353023497288.365","372196820230.725","412988166685.412","452661044562.353","432984753529.411","",
"Benin","BEN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","27392931.5879477","22470098.0713944","23547272.2159845","29521371.2224978","33034384.3459012","43212954.8206181","49061969.2248077","60547029.2994863","62251308.8497674","70874399.428221","81609765.5923541","93259568.232455","109969562.460619","130886423.388841","163593479.063766","226162498.384372","216705681.720691","260873171.45047","320872304.69046","439164032.237441","524469482.145934","567561768.142449","508205482.670296","345886049.660689","325135991.277854","383239061.752248","435776317.700622","483576008.712416","519825023.283673","372643203.01384","520152807.120127","602729559.610204","567957714.399145","748725692.941088","576481292.395399","790421188.969052","708783113.714255","715320118.375231","797921924.9776","1153626144.16685","939007989.591788","1039879143.31921","1003657772.97234","1226073343.90571","1321690423.80171","1353205875.76765","1526225059.91221","2208516281.11941","2498935557.03785","2403039865.40906","2704110347.67377","2819548546.35112","2990340731.08098","3959347852.68099","4495143591.19349","3648295525.95119","3709467139.69628","4352985123.1373","4923520371.58844","4900152309.44107","",
"Burkina Faso","BFA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","52340174.8240483","55303956.0858044","59614687.0094664","61742281.2278204","47262666.4560777","48113645.220433","50541606.4253105","62777892.6825064","70389699.4966162","79074242.0483112","73994573.5051452","96149821.8309071","123177211.94028","154655047.285848","183824303.316181","283412263.564162","263748343.589297","344381930.774879","409486806.897939","511997958.834458","602966359.727281","558238164.599306","554828007.505641","473268805.403788","419829355.821608","481677884.152019","589940838.720911","665476559.086833","709757519.098655","618479382.661637","758453092.890852","731992034.934275","437468498.234997","482110691.891892","474345862.228087","633116355.176136","714319767.828281","651175221.482439","789066274.069555","905163660.483871","776980431.276297","721473318.389722","813114645.360648","1002568435.38185","1341080369.13706","1495427431.21779","1581180935.42889","1786796535.63884","2385163527.57847","2505097553.56975","2887043283.23912","3781344566.96529","4351201613.41658","4968861222.40229","4446645376.58481","3902427844.37453","4103751297.65902","4629394614.75257","5167111747.75608","5014108854.7578","",
"Bangladesh","BGD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","397875421.692741","563656831.773051","549204082.347246","620050850.365896","760610844.781565","789516322.799841","814737821.797812","913639901.201848","868581340.491987","988170710.740801","1124763246.98076","938861337.699821","863537083.333333","958701323.737309","1294857682.65127","1575422622.80306","1784273649.83165","1194951861.66774","2056130687.83069","2459010308.8042","3243617764.85788","2858506731.94614","2877295409.18164","2590824915.82492","2538320000","2860038461.53846","2577133333.33333","2842322580.64516","3255865305.00322","3679750953.7362","4126170021.39444","3785238095.23809","3915198938.99204","4677910052.91005","4681795511.22194","6580597014.92537","7601784841.0758","7625081967.21311","8058876651.98238","8525935940.09983","9060862651.56033","10102557449.9629","9060891520.11144","9761830742.65976","10229675556.3105","13891430894.3089","15626727218.5825","18268578048.0741","22873050575.7178","23726338034.7197","25106319010.5127","35373857176.7684","37272043676.6211","40135237754.4778","44128009984.4957","48280651359.4871","47171578943.3335","50611162553.9762","64245546188.5842","64859332297.6434","",
"Bulgaria","BGR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","6088384615.38462","6859642857.14286","6424733333.33333","6118555555.55556","6729388888.88889","7411526315.78947","8802352941.17647","11977307692.3077","10352294117.6471","10589277777.7778","7577727272.72727","4290322580.64516","5479381443.29897","4963768115.94203","4429059040.59041","4351577380.95238","4588656548.62282","4174189904.27493","5276354237.67326","6449155466.07172","5500577403.09895","6269113379.41136","6827243139.14299","9430015005.48277","13630160624.7222","17080644177.6253","22027000577.1821","31626174947.5157","39341595243.4373","26258237719.4853","26837706782.1849","33700520440.8105","34493513797.6347","36290976520.0869","37432412834.0795","31914822602.5844","31796805429.8643","37119719965.4278","41903595654.7978","41807781911.8489","",
"Bahrain","BHR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","3540992040.329","4161702127.65957","3892819148.93617","3471808776.59574","3665159574.46809","3280851063.82979","2588829787.23404","2964627659.57447","2869148936.17021","3385638031.91489","4001596010.6383","4414893617.02128","4596276329.78723","4198138297.87234","4119148936.17021","4122340425.53191","4649734042.55319","4413031914.89362","3950532180.85106","4168882978.7234","5132180851.06383","4794680851.06383","5624202127.65957","6205053191.48936","8170478723.40425","10286968085.1064","11559042553.1915","12626329787.234","16276329787.234","11353989361.7021","13097074468.0851","21506648936.1702","25749202127.6596","28331382978.7234","26548936170.2128","22301861702.1277","21088031914.8936","23876329787.234","27048670212.766","","",
"Bahamas, The","BHS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","471600000","562000000","686200000","839600000","889700000","939900000","1005300000","1190100000","1375500000","1431700000","1514500000","","1750510000","1771670000","1716350000","1592260000","1589080000","1739670000","1883080000","2086690000","2713700000","2943000000","3015600000","3359600000","3196400000","3028700000","3127000000","3421700000","4193800000","5006500000","5088400000","5045700000","4225400000","4414100000","5125700000","4944670000","4787200000","5330100000","4480000000","4453400000","4996500000","4998900000","4980200000","",
"Bosnia and Herzegovina","BIH","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1085000000","1334000000","2336999933.54599","2672984372.29687","4049326021.48093","4412863888.88889","4157033207.72492","4365003065.51977","4717671799.80751","6961219561.45413","7082920634.92064","8039422648.94767","8107497915.46405","8907162351.29461","11336685140.8029","8584652319.05675","8806994650.23363","10403826142.583","9611646301.40586","9850602810.39984","10497185592.1856","8719271335.41253","8950555398.45031","10313548461.4498","11525260712.1304","11131535115.334","",
"Belarus","BLR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9450000000","6000000000","9814814814.81481","13570247933.8843","12558744545.1494","7552655203.36993","7441153846.15385","9276190109.38222","9727865938.25876","7481164884.97563","9221273498.82313","8685107913.66906","9832808486.87884","12298586055.5826","17184722222.2222","17848607242.3398","23737156177.1562","30431314072.6934","41721254681.6479","30401933404.9409","36934306814.3672","49102934673.3668","48809523809.5238","46436407657.6577","43907521517.9969","32689583071.7066","29922094893.4459","36435957149.5109","41384766391.8335","42210058322.9754","",
"Belize","BLZ","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","113599759.057971","123637027.173913","107602916.666667","104498168.478261","125848628.623189","109048963.768116","112664081.521739","147241619.565217","182372057.971014","212186146.73913","211293000","0","274248250","280961550","304594500","304557200","322397200","364499950","392227550","493526400","613013050","602427450","616695950","653017500","618982100","698550150","750575100","790029600","953288000","751680250","807676850","939713200","971664600","1051774550","1085325100","1142213050","1093669500","1073213700","1085444150","1090322900","",
"Bermuda","BMU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1579023000","1498077000","1484189000","1594256000","1626299000","1552149000","1615949000","1703748000","1867590000","1917596000","",
"Bolivia","BOL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","89483964.6738677","94909764.7706973","113858328.185779","126128983.789379","126629826.87524","161279461.279461","177188552.188552","196632996.632997","206228956.228956","216161616.161616","247727272.727273","267340067.340067","302068446.784505","357671164.417791","562818590.704648","774712643.678161","816491754.122939","956771614.192904","1131534232.88356","1211274646.74832","1019575856.44372","1345840130.50571","1638789044.14898","1303803479.68743","1592839080.20319","1228323587.76353","1017851568.19081","1043169574.42149","1063833480.836","1092054033.16888","1164632089.89331","1440847064.73775","1640403025.25317","1627865935.14806","1626751433.82751","1825637772.63921","2017479801.36365","2326903298.25096","2768710912.68761","2260778163.9254","2294564081.83068","2056200184.65544","2191068898.18689","2131085361.39545","2309688004.03226","3064661856.4114","3752334864.44655","4495795419.80844","6329651161.18426","5705628917.37892","6744572879.90001","9199095474.6322","10233217743.4484","11386396505.0562","13848955978.1744","12231374700.2854","10831641439.5959","11927938894.3622","12537987227.2316","12853418146.5547","",
"Brazil","BRA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","1079376914.93865","1118302726.08473","1033970196.04432","2097486800.99115","1204326396.14961","1210637974.35359","1621508461.2021","1764834054.99797","2239326014.7452","2454948720.19931","3153304260.31533","4004245613.85253","5177234171.78625","7532763884.77189","14596797400.1872","14233481672.8226","14401534168.3917","13948797699.9376","15791774010.8349","20642227950.3886","26571483279.6605","25827534749.1203","23307743170.8143","18314364418.7078","16563864377.3291","15818492271.929","17038985216.6532","18211636976.1514","18807996682.1739","23242900390.625","32160000000","47710000000","33590625000","39822360248.4472","53957453464.727","72742324397.9514","75733720724.306","84721451205.9369","81259829211.5467","68433801840.5246","81611100027.3299","81470191055.1824","68004834965.369","72356034124.1469","87897949128.2051","105595458223.792","129232641290.856","167160252067.177","232727652852.001","187616483044.913","263001364256.48","323150406504.065","326310480774.154","347274708965.261","335819379515.512","253273317502.78","216687480308.195","243509744939.525","273547364661.448","269601911015.338","",
"Barbados","BRB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","242949853.967625","282486775.127258","302530894.957146","377933177.54686","510366429.672351","619897578.680455","653706557.947596","657634365.833043","728682941.381196","769203997.414608","719733505.692836","713319743.44951","658579028.489037","696315815.641625","823397802.416348","872719136.876647","836821955.948889","676900000","779893601.153483","821061005.319942","998458708.298116","1073683687.1675","1230845721.67255","1286033908.41744","1372743996.42023","1448450000","1386450000","1381950000","1512750000","1734650000","2016750000","2294406000","2368287800","2568563450","2045378300","2240070050","2282372050","2173750450","2146912650","2114664750","2031609600","2035109800","2027176350","2019610150","2171296150","",
"Brunei Darussalam","BRN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","186302269.27654","273689537.384557","259834871.296746","278757071.411003","281002638.522427","396394739.262393","574911264.711377","598759880.721352","734579439.252336","729768102.224326","","","","","","1051120340.46044","1312000000","1487034035.6564","2004297114.79435","2125263027.60243","1978525599.05722","2642867221.67349","3102127659.57447","3040140086.2069","2325525812.6195","2226548672.56637","2149450696.05568","2195267064.79879","2432352284.15056","2358621283.43474","2502655957.87481","2601040675.31843","2892504248.22204","3416827018.77778","3974597798.47587","3841055960.40149","3832783278.32783","5563240321.1702","6758162612.03585","7761349104.85933","5855137332.28098","4872585642.59219","4302837544.34229","4318030704.61293","5693409148.19483","6810627547.28046","",
"Bhutan","BTN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","51145038.1679389","70324480.369515","71035940.8033827","75792079.2079208","76389964.7887324","88067906.2247373","105563838.223632","96440586.4197531","139419540.229885","104771410.967344","91892632.7812678","100325417.766051","140203703.703704","103725644.473598","106766337.264903","129190255.935862","144504092.576912","168768107.95924","186282113.427048","212456107.756619","212059054.294615","227453441.407078","264919938.284304","316165538.857879","436818186.231245","527747498.866213","531258319.906416","685306961.55846","729319253.790352","786732031.409784","1121423791.38255","1282994611.15694","1149629845.87516","1119922590.95051","1160601066.69725","1357559582.80269","1204449074.56325","1291995465.40626","1367485067.15212","1274161853.89724","",
"Botswana","BWA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","12056638.1606617","13991884.70687","15982055.236226","18034391.1645463","20214693.9913565","23174647.4940667","26220362.6220363","29776847.9776848","41701534.1701534","40662860.3258599","58626465.6616415","78159955.2572707","100052008.841503","151275032.416078","198233995.584989","226572008.11359","246722631.094756","313004750.593824","404552040.569911","534969325.153374","704902213.072568","768136727.620414","703068855.006312","733430577.080864","719192852.741836","571113213.497319","684183917.833005","952022157.364941","1161735754.12884","1422750508.71011","1887395861.3276","1834537000.39573","1723775892.30696","1627109900.54063","1718989793.63779","2070052665.75283","1799831538.41526","2395831050.72861","2517475567.33477","2398365193.32238","2320710337.52793","2133671163.45956","2158048610.89162","2779825087.3755","3706961580.25954","3529325541.85315","3455002315.48977","4440003828.10973","5586576630.68157","5327109334.60049","6554992934.52661","8227896230.00205","8829919507.88561","9094678422.17433","9005845155.46841","8092732530.35838","6915861409.75306","6254190791.88975","7310414754.90196","7432128115.73183","",
"Central African Republic","CAF","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","38336816.2740609","44034883.7825639","46936105.2577017","49792587.3533363","57952747.6949498","56720594.7582825","67160971.4162906","76828946.5607646","75999785.1066812","70699836.821426","78597127.8903891","75389852.427671","77877594.755495","98946247.2834036","121947245.317603","151160965.112226","132307723.147681","174129603.707592","206899174.805534","246199305.571225","327433570.018118","236648293.628085","256106186.947724","241183767.116458","226437019.045594","273603657.545803","321221786.865312","342886690.007141","316906397.285597","326536958.442774","372791488.286404","359806867.538511","372229135.923364","292701084.112097","212952087.761505","315152768.194789","258135823.426886","271328255.344549","274652946.223742","239761597.832448","231254888.680986","210345022.80576","199723610.815793","205101408.240842","244440120.177601","290317082.682346","322489945.784018","398343553.11071","465218535.942272","445847327.633182","488611125.875945","520455657.587099","539911073.470252","396266771.62727","690077898.595119","611811302.110564","651691445.372774","826531408.317514","1043416422.64376","1054197551.84661","",
"Canada","CAN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","7480255448.9389","7594733339.99374","7854369042.81214","8918902584.55297","10166208353.3723","11787616836.1518","12634558504.6391","14340936627.4552","16708226653.8616","17327973968.8008","19613784907.9026","23413476108.6978","28460153984.6015","38774028629.8568","41679119150.6095","46807302231.2373","48954395862.7174","53336547733.8476","63191053440.3278","70921142661.649","79017432646.5927","67407797681.7703","74471762414.8004","87539186163.2306","92626876601.9773","98835552356.9629","107690045248.869","128938815308.361","141918074324.324","148543023654.439","152336562800.035","157743857036.485","168552050228.664","183320152314.001","199747158262.897","209119911991.199","237129134768.164","241249747219.414","259518745372.552","287155747087.738","268281895661.157","271159115529.217","295296552708.586","337418139892.391","385981185014.029","430736071932.299","470813704496.788","506718837863.168","411817863703.963","502010952596.424","570485589413.961","589615585237.933","589243562989.063","588710866502.781","533984929798.81","517480148033.856","554742037712.444","584148204430.145","578789449519.366","",
"Central Europe and the Baltics","CEB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131288457153.777","150312055288.116","161081744018.49","177844055412.868","172996225032.547","185899763094.074","201914501929.813","226965795111.209","288898493358.073","376135050377.832","442148941586.157","543089190531.886","702641958464.5","843563811420.16","610870770218.737","698647610798.628","829485066600.474","789926635152.403","823176736926.852","866979816866.379","762191346634.203","779532477196.602","890626888259.515","1017162626016.67","1007021730237.19","",
"Switzerland","CHE","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","10241069060.1418","11663672561.0199","13813883172.3091","18866870576.3397","23401481891.7195","22223980939.8365","24658898623.7798","29624833368.005","39694626398.2103","48982225296.205","58659625231.2466","52734624783.6269","49532228242.1317","49686924872.5644","47851991743.6268","49279196613.8944","67413713380.3991","77985374865.8798","86892624888.9496","89079899138.0891","107335887561.186","101178815202.232","104435211207.51","97940820249.0525","106081909044.381","124759357293.869","125201505663.43","120714274788.121","124404269554.421","123684812275.33","125112051752.724","126148528679.782","127246262671.628","146182464542.957","167604367511.057","190201337937.681","206957086457.17","239991125458.181","288924444649.617","269127172134.914","311077560397.919","398974963728.762","378438382313.372","412218525783.051","372933612872.061","343410804410.894","364037340881.068","370405524233.474","380094593424.574","375480873437.146","",
"Channel Islands","CHI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","650749016.054765","715645411.269094","693171652.514696","837155008.145563","791274033.791796","762605297.152084","948058867.3756","905155989.003169","938779738.767096","1178165029.6336","1274882355.11863","1310730653.2918","1560151045.87302","2590758338.71631","3129223815.48834","2025346736.36243","2100124103.82112","3074828154.05362","3782801705.89987","5570423584.95189","7679845876.33946","9047297176.61233","5382281400.67755","4355576959.59105","4799834957.79674","4307602967.65657","4672424639.99667","5752821225.91213","6765529485.8378","8748407009.58385","9686180975.72378","10137181116.2018","12544703151.5803","13669475781.4781","14680688842.4009","19346618433.6013","21946625731.1956","24191173540.1016","23494325678.1594","19982048574.2364","22411585684.8134","21822419952.279","21332345471.8843","23190197866.0688","29694953337.3255","38680972557.1778","45358377418.1321","54405352884.0828","70715782094.3573","50503967542.8748","68442909063.8457","86884940756.2013","91222239391.7175","91237694284.4138","83794977253.9036","72190113685.0302","68969744994.9225","75401011000.7735","85798121554.1782","80635442457.6638","",
